id_reserva,id_cliente,data_checkin,data_checkout,valor_total
1172,348,2024-01-08,2024-03-24,2889.44
1173,3613,2023-11-03,2024-07-31,1030.77
1174,4552,2024-07-21,2024-09-20,9192.12
1175,4041,2023-12-24,2024-05-07,6803.88
1176,3841,2024-02-17,2024-06-07,9747.48
1177,786,2024-08-25,2024-08-26,1911.66
1178,4814,2024-02-10,2024-04-04,8154.68
1179,1471,2024-05-22,2024-07-23,7922.42
1180,1978,2023-11-26,2024-08-24,4103.15
1181,4874,2024-04-22,2024-06-22,3793.25
1182,4146,2024-03-10,2024-09-28,2427.61
1183,3009,2024-06-16,2024-07-14,8205.02
1184,3341,2024-01-20,2024-07-28,1853.73
1185,2925,2023-12-11,2024-07-21,2351.13
1186,4738,2024-01-17,2024-05-22,5189.37
1187,4648,2024-06-07,2024-09-12,4829.58
1188,724,2024-01-17,2024-09-30,3091.8
1189,436,2024-09-03,2024-10-04,6545.12
1190,611,2024-05-01,2024-06-25,4860.31
1191,2729,2023-10-04,2023-10-07,5017.35
1192,4572,2024-03-05,2024-09-30,2194.82
1193,174,2024-03-07,2024-04-02,4846.65
1194,1436,2024-04-05,2024-08-31,3449.35
1195,1496,2024-02-16,2024-07-16,9406.99
1196,4243,2024-05-24,2024-07-27,5001.01
1197,2802,2024-05-29,2024-06-07,6074.99
1198,3515,2024-02-13,2024-10-03,5639.73
1199,3465,2023-12-05,2024-04-23,8070.38
1200,4615,2024-03-11,2024-05-23,1373.32
1201,1982,2024-02-15,2024-04-22,1566.97
1202,2758,2023-12-02,2024-08-02,7934.0
1203,1854,2024-05-14,2024-08-31,9585.96
1204,4124,2024-01-28,2024-02-24,989.0
1205,2410,2023-12-17,2024-03-23,4891.26
1206,3704,2023-12-26,2024-07-13,6001.76
1207,3268,2023-11-21,2023-12-09,8933.33
1208,758,2023-10-27,2024-03-07,7818.99
1209,1051,2024-05-15,2024-06-22,3046.02
1210,4972,2023-12-29,2024-09-18,1461.0
1211,3572,2024-06-23,2024-08-07,981.34
1212,2524,2024-04-17,2024-08-14,3777.69
1213,4823,2024-07-09,2024-08-28,657.05
1214,4590,2024-08-19,2024-08-21,3342.05
1215,270,2024-02-01,2024-07-12,4886.93
1216,102,2024-04-16,2024-07-12,2959.25
1217,3173,2023-11-13,2024-08-30,3876.22
1218,4483,2024-04-14,2024-06-19,3959.62
1219,3875,2024-08-09,2024-10-06,8641.65
1220,4804,2023-12-21,2023-12-24,4697.74
1221,2736,2024-03-24,2024-08-03,1905.95
1222,77,2024-05-05,2024-05-24,8180.24
1223,431,2024-08-01,2024-09-23,1923.17
1224,4889,2024-02-08,2024-07-27,2912.34
1225,3794,2024-06-14,2024-09-03,2373.77
1226,24,2024-04-12,2024-05-23,1844.12
1227,60,2024-06-23,2024-10-03,4053.25
1228,3735,2024-05-15,2024-10-02,1588.94
1229,3389,2024-06-28,2024-09-30,7498.21
1230,501,2024-07-02,2024-08-10,1147.86
1231,502,2024-08-06,2024-08-15,3894.41
1232,3810,2024-04-03,2024-06-28,705.42
1233,4510,2023-11-29,2024-06-11,2951.45
1234,987,2024-06-01,2024-06-10,8163.49
1235,176,2024-03-06,2024-08-08,8620.02
1236,1891,2024-06-30,2024-10-06,8472.78
1237,3057,2024-06-08,2024-09-14,4693.78
1238,4595,2024-04-28,2024-04-30,7677.35
1239,1662,2024-03-17,2024-08-16,8338.13
1240,1739,2023-10-26,2024-05-09,8416.16
1241,4381,2024-05-04,2024-08-21,9231.52
1242,2291,2023-09-27,2024-07-04,8162.36
1243,735,2024-04-25,2024-07-26,5219.23
1244,4948,2024-04-26,2024-09-09,4350.95
1245,485,2023-10-21,2024-07-03,4664.54
1246,1864,2024-01-21,2024-06-12,1618.57
1247,1169,2024-01-15,2024-05-29,5508.08
1248,3624,2024-07-16,2024-08-08,5565.33
1249,1722,2024-09-20,2024-10-05,251.93
1250,352,2024-03-30,2024-04-08,1383.19
1251,3202,2024-05-25,2024-06-21,7312.89
1252,112,2024-09-13,2024-09-17,8520.88
1253,4662,2023-12-16,2024-09-13,4507.53
1254,4259,2024-01-29,2024-09-09,9353.55
1255,3227,2024-03-27,2024-04-26,4120.64
1256,2055,2024-08-05,2024-09-03,4428.65
1257,4817,2024-07-13,2024-08-14,6177.13
1258,1810,2024-09-16,2024-09-30,9651.01
1259,2637,2024-08-07,2024-08-26,3509.04
1260,3057,2023-12-22,2024-07-19,9298.03
1261,2909,2024-05-10,2024-06-20,6894.77
1262,3255,2024-04-30,2024-05-29,2011.51
1263,2632,2024-02-15,2024-05-06,1840.62
1264,2725,2024-06-18,2024-08-17,9617.46
1265,3452,2024-07-25,2024-08-20,5308.91
1266,1558,2024-09-07,2024-09-29,7048.92
1267,4999,2023-11-25,2024-04-18,8214.86
1268,3592,2024-09-02,2024-09-21,1815.06
1269,2306,2023-12-25,2024-06-06,6643.52
1270,3372,2024-01-18,2024-04-29,370.69
1271,644,2024-09-22,2024-09-23,2981.44
1272,3590,2024-01-19,2024-05-11,2786.04
1273,1013,2024-07-03,2024-07-28,1116.26
1274,3710,2024-05-25,2024-09-04,192.15
1275,1971,2024-01-09,2024-07-27,2546.52
1276,1201,2024-03-25,2024-08-25,5506.94
1277,3212,2024-07-30,2024-08-06,4224.16
1278,3065,2024-02-03,2024-03-03,8968.25
1279,2999,2024-08-23,2024-10-03,6963.15
1280,1386,2024-09-19,2024-09-28,2379.85
1281,1083,2024-02-12,2024-08-08,9754.29
1282,1934,2024-05-22,2024-06-08,5839.31
1283,3815,2024-06-05,2024-07-16,7577.64
1284,3872,2024-07-08,2024-07-31,8853.21
1285,3669,2024-09-03,2024-09-08,9301.72
1286,3491,2024-07-04,2024-07-23,2678.2
1287,4808,2024-07-28,2024-07-30,1406.37
1288,2112,2024-06-01,2024-08-12,6169.9
1289,4420,2024-09-22,2024-10-04,4459.46
1290,2471,2024-03-15,2024-09-02,6837.15
1291,515,2024-03-02,2024-09-23,4100.32
1292,3064,2024-01-28,2024-04-08,9728.85
1293,947,2023-10-22,2024-01-28,7754.47
1294,1805,2024-06-01,2024-07-25,7926.67
1295,1042,2024-05-18,2024-06-20,4627.02
1296,1970,2024-04-04,2024-05-06,7036.4
1297,1287,2024-05-04,2024-08-31,4702.57
1298,3387,2024-07-16,2024-08-16,6904.97
1299,2145,2024-08-21,2024-09-06,9041.64
1300,3349,2023-11-25,2024-08-06,3430.64
1301,2565,2024-08-23,2024-08-31,7229.19
1302,3270,2024-04-24,2024-06-05,5558.65
1303,2724,2023-10-28,2024-02-15,8820.56
1304,1000,2023-11-09,2024-01-19,4671.64
1305,4738,2024-04-20,2024-06-09,8099.64
1306,2477,2024-04-19,2024-06-30,8960.95
1307,1966,2023-10-31,2024-02-16,5664.86
1308,2217,2024-03-26,2024-04-25,2322.49
1309,2304,2024-06-23,2024-07-28,3813.92
1310,2316,2024-09-06,2024-09-06,5062.56
1311,4432,2024-06-22,2024-09-27,1610.66
1312,1194,2024-04-19,2024-05-18,8199.96
1313,441,2024-01-01,2024-01-23,6203.84
1314,4814,2024-03-01,2024-06-28,1579.52
1315,302,2024-06-24,2024-08-06,2942.6
1316,2981,2024-02-28,2024-07-23,7836.75
1317,4732,2024-04-25,2024-07-13,4387.74
1318,2801,2024-05-04,2024-09-04,9702.95
1319,4693,2024-01-26,2024-02-11,956.01
1320,3732,2023-12-24,2024-03-27,4236.85
1321,3936,2023-12-21,2024-09-08,1537.16
1322,1197,2024-02-13,2024-06-22,6358.95
1323,1299,2024-03-08,2024-05-29,2927.5
1324,260,2023-12-18,2024-01-08,7780.69
1325,4603,2024-09-07,2024-09-07,8452.98
1326,3650,2024-02-21,2024-10-06,6622.66
1327,2309,2024-06-03,2024-09-22,5799.33
1328,3251,2024-01-19,2024-06-23,6971.33
1329,2701,2024-06-19,2024-08-03,8950.33
1330,2887,2024-04-09,2024-08-27,2521.1
1331,2933,2024-04-15,2024-06-22,2034.73
1332,2267,2024-03-05,2024-05-21,6442.83
1333,3303,2023-10-05,2024-07-02,1806.49
1334,892,2024-08-10,2024-08-27,1828.04
1335,3421,2024-05-07,2024-07-10,8705.45
1336,942,2024-03-25,2024-05-22,7775.25
1337,3596,2023-10-10,2023-10-16,3914.23
1338,1610,2023-11-07,2024-08-18,5483.51
1339,845,2023-11-01,2024-06-16,9290.39
1340,1582,2024-04-12,2024-05-13,5861.76
1341,3397,2024-01-05,2024-06-23,5770.55
1342,404,2023-09-28,2024-01-27,2217.2
1343,1221,2023-10-18,2024-04-30,8261.48
1344,2220,2024-05-10,2024-06-27,7617.44
1345,4749,2024-02-17,2024-03-21,9519.52
1346,4304,2023-11-19,2023-12-17,7068.4
1347,263,2023-11-25,2024-05-31,1236.59
1348,4539,2024-09-12,2024-09-26,6618.89
1349,3367,2023-12-05,2024-05-04,2008.14
1350,3244,2024-03-26,2024-08-15,9656.98
1351,4963,2024-04-14,2024-04-18,6913.03
1352,4575,2024-05-11,2024-09-18,5940.85
1353,1001,2023-10-31,2023-12-03,7862.93
1354,172,2024-08-25,2024-10-01,5569.12
1355,3767,2024-05-29,2024-09-10,6831.97
1356,44,2024-03-31,2024-05-12,379.97
1357,1295,2023-12-17,2024-01-01,2982.84
1358,2722,2024-08-27,2024-09-26,3044.72
1359,1125,2023-10-06,2023-10-11,2177.27
1360,625,2023-12-21,2024-01-08,5824.38
1361,3160,2024-06-01,2024-06-30,3327.78
1362,1240,2024-03-10,2024-05-04,689.28
1363,2678,2024-05-05,2024-09-02,486.26
1364,3948,2024-01-11,2024-04-25,9060.57
1365,2355,2024-05-03,2024-07-04,451.87
1366,2835,2024-06-21,2024-09-21,1343.87
1367,51,2023-12-27,2024-05-14,2865.41
1368,914,2024-01-20,2024-09-24,2638.95
1369,2009,2024-02-20,2024-10-03,3722.32
1370,1255,2024-01-11,2024-01-21,754.54
1371,4252,2024-05-26,2024-06-12,3940.44
1372,1489,2023-12-18,2024-06-04,3061.13
1373,4732,2023-11-04,2024-01-28,9110.53
1374,789,2024-09-23,2024-09-30,7901.91
1375,4534,2024-06-24,2024-07-10,7116.87
1376,4995,2024-07-06,2024-07-21,6883.91
1377,2974,2024-08-14,2024-09-19,294.19
1378,2736,2024-03-30,2024-05-10,4359.73
1379,4028,2024-02-15,2024-04-01,900.35
1380,3673,2023-10-10,2023-11-23,4827.23
1381,2434,2024-01-05,2024-07-24,4137.26
1382,3972,2023-12-29,2024-02-04,3432.31
1383,575,2023-10-11,2024-06-18,4208.49
1384,4232,2023-11-30,2024-01-25,2442.72
1385,4843,2023-10-23,2023-11-01,716.92
1386,2579,2024-01-04,2024-07-25,6634.37
1387,3022,2024-05-13,2024-09-27,614.23
1388,2145,2024-05-31,2024-07-11,2902.95
1389,3852,2024-09-07,2024-09-21,1304.79
1390,549,2024-07-01,2024-08-10,7932.86
1391,3197,2023-09-29,2024-06-26,6033.01
1392,1344,2023-11-26,2024-01-15,9906.27
1393,15,2024-01-03,2024-09-03,9236.36
1394,2028,2024-01-15,2024-09-06,6184.49
1395,1115,2024-07-07,2024-09-12,9815.58
1396,3113,2023-12-22,2024-09-17,4583.38
1397,4504,2024-03-11,2024-03-31,4520.57
1398,4909,2023-12-13,2024-04-19,7546.77
1399,4538,2024-07-04,2024-09-02,9393.35
1400,765,2023-11-12,2024-03-26,5441.35
1401,1407,2024-09-26,2024-09-27,4727.34
1402,396,2023-11-04,2024-05-19,927.42
1403,2710,2024-06-11,2024-07-07,7430.74
1404,2752,2024-01-21,2024-06-02,4453.62
1405,4954,2023-10-31,2024-07-18,6490.34
1406,2997,2023-10-26,2024-06-08,1261.03
1407,4938,2023-12-23,2024-08-24,864.07
1408,696,2024-03-07,2024-03-18,1636.01
1409,3766,2024-09-04,2024-10-04,7231.12
1410,4404,2023-12-29,2024-05-09,5658.35
1411,3893,2024-04-02,2024-07-16,6576.68
1412,4360,2024-07-02,2024-09-11,6353.4
1413,2421,2024-07-24,2024-08-27,1242.76
1414,4474,2024-01-26,2024-04-24,7311.81
1415,718,2024-01-13,2024-08-13,833.15
1416,4132,2024-06-26,2024-09-16,3293.63
1417,1556,2024-04-02,2024-09-05,5317.91
1418,2117,2024-01-17,2024-03-12,881.21
1419,1048,2024-07-05,2024-08-04,5955.57
1420,2450,2024-08-04,2024-09-05,4882.07
1421,1271,2023-11-27,2024-09-04,1454.09
1422,4125,2024-03-22,2024-04-10,8929.18
1423,1640,2024-02-29,2024-09-21,2204.05
1424,1008,2024-03-13,2024-06-21,6476.85
1425,3245,2024-07-02,2024-09-08,1183.35
1426,873,2024-06-16,2024-06-27,4175.37
1427,3956,2024-02-08,2024-06-19,8520.49
1428,2398,2023-12-16,2024-02-24,2654.5
1429,2212,2024-07-21,2024-08-26,494.51
1430,2399,2024-04-30,2024-05-09,9872.06
1431,4336,2024-04-03,2024-09-10,3716.12
1432,3159,2024-04-24,2024-05-28,7990.94
1433,2101,2024-07-21,2024-08-07,6769.7
1434,4224,2024-04-02,2024-10-05,8426.56
1435,869,2023-10-19,2024-08-11,1923.9
1436,416,2023-10-16,2023-12-16,3916.03
1437,4127,2023-10-18,2024-09-11,5655.51
1438,4946,2024-08-29,2024-08-30,686.89
1439,4002,2023-10-07,2024-09-15,6801.3
1440,239,2024-05-04,2024-09-02,5734.94
1441,598,2023-11-06,2024-03-29,3366.39
1442,2978,2024-03-28,2024-07-12,9019.18
1443,108,2024-08-27,2024-09-15,5253.45
1444,2468,2024-01-12,2024-04-07,2811.97
1445,3693,2024-08-24,2024-08-27,9280.97
1446,3614,2024-01-14,2024-08-05,7013.18
1447,2978,2024-03-06,2024-05-20,4284.86
1448,3779,2024-09-26,2024-10-04,7107.69
1449,3817,2023-12-05,2024-07-08,2145.44
1450,3267,2023-10-11,2024-03-03,3106.11
1451,1429,2023-11-09,2024-01-08,8409.34
1452,3211,2024-08-29,2024-09-14,5376.49
1453,3065,2024-08-14,2024-08-15,1949.36
1454,933,2024-04-17,2024-09-12,3921.47
1455,1210,2024-02-14,2024-05-16,488.45
1456,2559,2023-11-14,2024-02-13,7374.62
1457,363,2023-11-08,2024-02-21,2495.99
1458,3040,2024-04-11,2024-08-11,9787.09
1459,2647,2024-06-02,2024-07-13,9536.0
1460,2792,2024-09-02,2024-09-06,2466.2
1461,1643,2024-06-17,2024-07-19,9057.22
1462,4894,2024-04-04,2024-04-12,5819.18
1463,3701,2024-02-26,2024-05-28,2870.24
1464,802,2023-10-27,2024-01-31,256.2
1465,4674,2024-01-10,2024-07-14,1330.67
1466,2321,2024-04-09,2024-06-21,7133.14
1467,2062,2024-03-19,2024-08-20,8128.79
1468,2912,2024-01-10,2024-01-18,5135.23
1469,580,2024-01-20,2024-04-23,4664.67
1470,1785,2023-11-05,2024-09-01,2393.1
1471,1501,2024-02-01,2024-03-26,497.08
1472,2619,2024-01-12,2024-03-04,2370.9
1473,1505,2024-08-03,2024-08-03,5785.63
1474,1497,2023-10-17,2023-11-21,1590.1
1475,2558,2023-12-17,2024-07-11,8735.84
1476,322,2023-10-19,2024-03-13,9085.42
1477,2572,2023-11-25,2024-05-17,6350.44
1478,3625,2023-12-29,2024-05-17,2113.56
1479,393,2024-07-13,2024-10-05,7658.67
1480,2370,2023-12-30,2024-04-28,5979.7
1481,1282,2024-07-04,2024-09-23,4713.73
1482,2242,2024-02-22,2024-06-01,8337.8
1483,1573,2024-08-30,2024-09-20,6336.39
1484,282,2024-03-25,2024-06-02,5131.72
1485,3890,2024-04-20,2024-09-18,6885.65
1486,3472,2024-08-04,2024-09-20,4668.76
1487,4860,2023-12-06,2024-01-26,8340.01
1488,1900,2024-03-13,2024-04-18,8376.79
1489,2836,2024-02-10,2024-03-01,8792.39
1490,3297,2024-09-20,2024-09-20,8886.04
1491,3515,2024-02-06,2024-02-13,6036.8
1492,3925,2024-09-08,2024-09-19,1378.01
1493,2662,2024-08-27,2024-09-07,1277.53
1494,4349,2024-07-11,2024-07-21,1284.54
1495,2746,2024-02-06,2024-06-25,409.31
1496,2472,2024-01-06,2024-06-06,8835.54
1497,1394,2024-04-21,2024-09-21,8628.64
1498,2146,2024-01-29,2024-05-22,4233.42
1499,4964,2024-01-26,2024-09-11,8352.28
1500,1117,2023-11-30,2024-04-02,531.71
1501,4034,2024-06-08,2024-09-25,3117.79
1502,3988,2024-03-03,2024-08-11,665.16
1503,4090,2024-02-02,2024-04-03,9570.77
1504,1785,2024-09-25,2024-09-27,7687.39
1505,1426,2024-08-30,2024-09-07,6855.19
1506,1401,2024-07-21,2024-10-05,6411.39
1507,4373,2024-04-13,2024-05-16,5174.11
1508,3198,2023-11-13,2024-04-06,8274.73
1509,4313,2024-05-25,2024-09-05,5263.82
1510,1584,2024-06-11,2024-08-10,5002.1
1511,4793,2024-04-24,2024-07-21,523.88
1512,4100,2023-11-03,2024-07-19,9426.02
1513,4225,2024-03-26,2024-07-07,3903.64
1514,1242,2024-08-23,2024-09-15,968.75
1515,2478,2024-02-29,2024-04-13,503.12
1516,1139,2023-12-19,2024-06-10,3178.97
1517,4169,2024-01-09,2024-06-12,6521.14
1518,4708,2024-03-31,2024-07-26,9029.92
1519,511,2024-02-28,2024-04-23,8485.15
1520,2539,2023-11-18,2024-03-04,5574.51
1521,713,2024-08-22,2024-10-04,7388.75
1522,264,2023-11-01,2024-04-10,8450.63
1523,202,2024-07-06,2024-08-21,2124.09
1524,3114,2024-09-06,2024-09-12,9762.59
1525,452,2024-07-30,2024-10-06,4211.39
1526,4597,2024-06-07,2024-07-20,3853.41
1527,3358,2024-07-22,2024-10-05,1598.47
1528,4648,2024-05-22,2024-06-13,3190.63
1529,3633,2024-04-18,2024-05-22,8521.76
1530,2465,2024-01-29,2024-04-01,7538.74
1531,1195,2024-08-05,2024-08-21,9089.34
1532,4002,2024-05-13,2024-07-14,6869.06
1533,2775,2024-03-28,2024-10-05,2527.59
1534,2123,2024-03-19,2024-06-02,1290.5
1535,1491,2023-10-22,2024-06-25,6115.58
1536,66,2024-07-07,2024-07-21,1579.13
1537,4126,2024-04-16,2024-05-25,2505.2
1538,4937,2024-06-06,2024-08-05,7313.38
1539,3533,2024-02-04,2024-07-11,4402.43
1540,1370,2024-01-25,2024-04-28,8956.25
1541,4085,2024-01-16,2024-03-16,7627.47
1542,4751,2023-12-06,2024-05-06,5534.81
1543,3898,2024-04-04,2024-05-11,1614.82
1544,2452,2023-12-23,2024-06-03,9627.54
1545,2512,2024-05-02,2024-06-05,7275.37
1546,525,2024-03-12,2024-03-17,5584.69
1547,477,2024-02-21,2024-07-16,4555.79
1548,1604,2024-02-13,2024-09-05,2184.51
1549,2290,2024-04-05,2024-09-14,5473.74
1550,3139,2024-06-10,2024-09-09,3409.84
1551,3026,2023-11-08,2024-01-12,3679.89
1552,818,2024-07-24,2024-09-23,1268.92
1553,4457,2024-02-20,2024-04-12,9702.12
1554,1786,2024-03-30,2024-09-27,1152.19
1555,817,2023-09-29,2023-10-15,3196.88
1556,3974,2024-03-24,2024-06-10,2534.12
1557,462,2024-01-13,2024-08-21,3881.09
1558,3283,2024-05-25,2024-08-11,8162.92
1559,3879,2024-01-22,2024-02-02,616.44
1560,4922,2023-10-18,2023-10-21,272.52
1561,76,2024-06-10,2024-07-12,3835.84
1562,2943,2024-05-24,2024-05-26,5330.31
1563,3607,2024-07-24,2024-09-19,8126.53
1564,2506,2024-03-11,2024-05-31,3692.25
1565,2735,2023-12-23,2024-05-18,9324.4
1566,1848,2024-04-28,2024-05-21,9157.82
1567,4955,2023-11-18,2023-12-28,5023.85
1568,299,2024-02-26,2024-09-07,6701.23
1569,2659,2024-03-25,2024-03-29,904.11
1570,4749,2024-05-05,2024-10-02,6436.87
1571,1818,2024-04-09,2024-09-03,3962.04
1572,2157,2024-03-31,2024-04-05,8787.37
1573,2888,2023-12-18,2024-07-18,1012.6
1574,1180,2024-05-16,2024-05-30,5125.14
1575,3672,2024-07-23,2024-07-28,4981.22
1576,2508,2023-10-22,2024-07-11,7746.8
1577,3767,2024-01-17,2024-07-20,3662.23
1578,1844,2024-06-06,2024-08-13,9181.38
1579,2,2024-05-19,2024-07-12,4421.72
1580,888,2024-01-11,2024-07-04,953.94
1581,3738,2023-10-04,2024-02-19,6587.68
1582,4333,2023-11-15,2024-07-25,7394.15
1583,4873,2024-05-31,2024-07-26,5349.5
1584,3134,2024-02-18,2024-07-30,8330.02
1585,61,2023-10-22,2024-05-02,3156.2
1586,321,2024-02-14,2024-02-25,2674.78
1587,2102,2024-04-04,2024-06-29,7161.75
1588,3278,2024-09-24,2024-10-06,486.92
1589,3244,2023-10-22,2024-08-21,3497.47
1590,2184,2024-05-08,2024-05-19,2576.64
1591,3573,2023-12-23,2024-03-18,280.36
1592,3016,2024-02-24,2024-07-27,1190.41
1593,4415,2024-04-06,2024-07-17,367.97
1594,3959,2024-03-22,2024-08-26,1190.67
1595,4738,2023-10-19,2024-04-04,7742.92
1596,2577,2024-01-12,2024-08-17,8328.68
1597,1056,2024-07-01,2024-08-09,9771.8
1598,4717,2024-04-02,2024-09-29,4321.36
1599,1190,2024-01-25,2024-09-11,526.2
1600,3736,2023-09-27,2024-01-26,1378.07
1601,1806,2023-12-10,2024-07-05,868.33
1602,2553,2024-05-09,2024-10-06,9876.27
1603,1610,2024-09-19,2024-09-20,1449.89
1604,1468,2024-02-06,2024-09-12,2264.91
1605,3787,2024-09-06,2024-09-10,8804.33
1606,865,2024-05-15,2024-09-26,9421.16
1607,311,2024-04-19,2024-08-29,1581.87
1608,2528,2023-10-08,2023-12-09,6587.78
1609,4025,2024-09-17,2024-09-25,3387.06
1610,2937,2023-10-16,2024-09-25,633.04
1611,2360,2024-05-29,2024-07-26,6967.66
1612,2469,2023-11-03,2023-12-23,5900.12
1613,1274,2024-09-06,2024-10-06,3702.06
1614,1312,2023-10-04,2023-10-31,9680.81
1615,2470,2024-02-13,2024-08-21,6041.59
1616,4434,2024-08-03,2024-09-04,8011.42
1617,2600,2024-08-24,2024-08-28,3277.72
1618,2871,2023-12-02,2024-04-16,2783.86
1619,133,2024-02-26,2024-06-09,526.69
1620,4987,2024-05-08,2024-08-24,7670.06
1621,2165,2024-07-15,2024-08-30,6333.39
1622,4757,2023-11-09,2023-11-18,610.7
1623,4982,2024-07-13,2024-09-01,5069.28
1624,2026,2024-03-10,2024-05-03,1568.68
1625,4791,2024-09-01,2024-09-30,659.12
1626,583,2024-01-27,2024-08-18,9226.07
1627,2707,2024-08-26,2024-09-10,5016.16
1628,628,2024-03-08,2024-04-26,2547.36
1629,4154,2024-08-06,2024-08-26,1115.92
1630,3826,2023-12-20,2024-02-05,3622.51
1631,4450,2023-09-30,2024-01-30,6450.32
1632,3021,2024-07-27,2024-08-08,6320.64
1633,2472,2023-11-12,2024-02-25,2565.45
1634,1851,2024-04-17,2024-07-01,643.77
1635,3191,2023-12-15,2024-06-19,7392.12
1636,304,2023-11-16,2023-11-30,6856.58
1637,1426,2024-08-19,2024-08-22,3121.86
1638,475,2024-05-28,2024-09-06,3817.44
1639,1909,2024-03-12,2024-09-25,3750.4
1640,59,2023-09-30,2024-06-08,8450.09
1641,4876,2024-06-18,2024-08-08,2672.8
1642,2164,2024-03-21,2024-07-14,8504.32
1643,4685,2023-10-28,2023-11-16,5758.83
1644,1784,2024-08-07,2024-10-01,5971.66
1645,398,2024-06-11,2024-07-08,744.72
1646,1880,2023-09-28,2023-10-13,1016.38
1647,2163,2024-08-28,2024-09-05,183.92
1648,1978,2024-06-01,2024-06-24,4994.95
1649,4088,2024-02-09,2024-06-21,8126.61
1650,4227,2024-03-11,2024-05-24,5874.47
1651,4564,2024-05-05,2024-08-07,1894.71
1652,871,2024-04-21,2024-07-12,5986.3
1653,4514,2024-04-26,2024-05-14,8719.72
1654,3631,2024-07-16,2024-07-21,1189.13
1655,1315,2024-08-03,2024-08-11,3232.05
1656,708,2024-04-11,2024-05-23,6332.53
1657,4041,2024-07-28,2024-08-19,2586.94
1658,446,2024-05-14,2024-07-07,838.77
1659,2845,2024-03-10,2024-09-12,5984.02
1660,3762,2024-02-21,2024-06-01,7725.01
1661,2467,2024-02-19,2024-08-12,8281.1
1662,3907,2024-08-20,2024-09-11,8001.85
1663,4748,2024-08-19,2024-09-19,6748.41
1664,3912,2023-12-05,2024-10-05,2100.34
1665,552,2024-04-21,2024-05-31,2644.68
1666,3482,2023-10-17,2024-04-23,9545.88
1667,4420,2024-06-28,2024-09-03,376.21
1668,4919,2024-08-03,2024-08-05,4768.14
1669,4612,2024-01-19,2024-09-15,4771.7
1670,504,2024-05-12,2024-06-09,8981.87
1671,1712,2024-05-20,2024-08-09,8294.23
1672,2972,2024-05-12,2024-07-29,8664.49
1673,2047,2024-06-25,2024-08-17,6153.27
1674,3938,2024-08-06,2024-08-25,6510.43
1675,4320,2024-01-27,2024-02-17,9668.23
1676,4005,2023-11-27,2024-01-19,8446.4
1677,3586,2024-09-11,2024-10-05,7618.89
1678,4968,2024-02-12,2024-03-24,3715.0
1679,1116,2024-05-04,2024-07-28,659.75
1680,4938,2023-10-15,2024-04-15,7574.2
1681,878,2024-08-26,2024-08-28,3680.89
1682,3420,2024-03-13,2024-08-18,9542.12
1683,3894,2024-07-07,2024-07-26,854.8
1684,1002,2024-03-16,2024-06-29,1267.62
1685,1811,2024-02-29,2024-04-01,176.86
1686,3410,2023-11-01,2024-08-15,2429.09
1687,3217,2023-10-09,2024-01-19,6543.01
1688,1752,2023-12-29,2024-01-17,7864.97
1689,3101,2023-10-22,2024-04-30,5798.66
1690,4443,2024-04-20,2024-04-27,1185.25
1691,2196,2023-12-27,2024-03-27,9454.28
1692,802,2023-10-24,2023-11-02,7857.03
1693,586,2024-06-19,2024-09-21,8189.09
1694,1883,2023-10-11,2024-08-03,8726.1
1695,1338,2023-10-11,2023-11-23,8668.49
1696,626,2024-08-17,2024-09-15,3151.62
1697,2768,2024-03-21,2024-07-29,7856.99
1698,4746,2023-11-05,2024-06-12,5845.13
1699,4448,2023-12-06,2024-05-18,9214.86
1700,1757,2023-11-20,2024-03-20,371.76
1701,4395,2024-08-28,2024-08-30,6232.67
1702,2703,2024-04-27,2024-09-01,4466.13
1703,3043,2024-05-26,2024-07-16,4244.95
1704,2352,2024-03-03,2024-03-14,8826.9
1705,1186,2024-08-06,2024-08-16,9595.24
1706,4007,2024-03-24,2024-05-10,7178.59
1707,4202,2024-02-29,2024-08-21,5096.68
1708,3665,2024-03-22,2024-06-01,9791.42
1709,4510,2024-08-12,2024-09-10,4741.16
1710,1593,2024-06-24,2024-07-26,7168.76
1711,3715,2024-08-19,2024-09-01,8861.32
1712,4169,2023-09-28,2024-02-21,9864.45
1713,3467,2024-04-18,2024-08-04,4910.29
1714,1207,2024-06-12,2024-08-24,6695.18
1715,1464,2024-05-16,2024-07-25,7138.24
1716,2244,2023-10-14,2023-11-19,8486.75
1717,2268,2024-01-23,2024-08-13,4356.26
1718,1264,2024-08-19,2024-08-24,7637.21
1719,4108,2024-02-07,2024-09-30,2194.09
1720,1651,2024-04-04,2024-09-19,6157.25
1721,4457,2023-11-14,2024-06-05,4937.94
1722,2067,2024-02-11,2024-04-25,5953.68
1723,1418,2024-06-04,2024-07-22,2993.8
1724,3052,2023-10-15,2024-03-31,712.22
1725,1279,2024-08-22,2024-09-18,8406.67
1726,1689,2024-05-16,2024-08-29,8266.17
1727,3760,2024-07-28,2024-09-25,2317.99
1728,2106,2024-01-20,2024-02-22,1966.47
1729,3686,2024-04-12,2024-06-09,6109.75
1730,1429,2024-04-27,2024-08-16,1957.34
1731,532,2023-12-06,2024-06-13,3633.38
1732,310,2024-06-15,2024-07-17,1121.63
1733,3132,2024-01-06,2024-09-07,4458.12
1734,2961,2024-08-22,2024-09-02,7896.8
1735,1630,2024-01-13,2024-03-07,8212.1
